Kingdom;Phylum;Class;Order;Family;Genus;Species
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Opisthokonta; p__Ascomycota; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Elev-16S-1332; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Unknown Planctomycetales family 13; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Synechococcales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__OM1 clade; g__; s__
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Unknown Desulfobacterales family 1; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Unknown Nitrosomonadales family 4; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Unknown Geobacteraceae genus 15; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Unknown Xanthomonadales family 3; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__Peredibacter; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__Unknown Bacteriovoracaceae genus 1; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 25; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Unknown Rhodocyclaceae genus 2; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Unknown Myxococcales family 8; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Desulfuromonadaceae; g__Unknown Desulfuromonadaceae genus 2; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales (Acidobacteria group 8); f__Holophagaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfosporosinus; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__WCHB1-32; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Unknown Geobacteraceae genus 2; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__cvE6; g__; s__
k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__cvE6; g__; s__
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidia Incertae Sedis; f__Draconibacteriaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 18; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 18; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__Lineage IV; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
k__Bacteria; p__WS1; c__; o__; f__; g__; s__
k__Bacteria; p__WS1; c__; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 23; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Unknown Myxococcales family 7; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Unknown Myxococcales family 9; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__P3OB-42; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium 1; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__Unknown Chloroflexi Subdivision 10 order 1; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae; g__Iamia; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae; g__Iamia; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 26; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 24; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 25; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Sulfuriferula; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Falkowbacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales Incertae Sedis; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__
k__Bacteria; p__Gemmatimonadetes; c__Longimicrobia; o__Longimicrobiales; f__Longimicrobiaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__KD3-10; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 7a; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 7a; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Unknown Bdellovibrionaceae genus 1; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Unknown Hyphomicrobiaceae genus 1; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Unknown Clostridiaceae genus 2; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 3; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 4; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 5; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 3; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Opisthokonta; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__OPB56; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Microbacteriaceae; g__Alpinimonas; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Levybacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Levybacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Levybacteria; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Unknown Chitinophagaceae genus 2; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Unknown Rhizobiales family 2; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Unknown Gemmatimonadales family 5; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__TRA3-20; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__MVP-88; f__; g__; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__MVP-88; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27 clade; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Adlerbacteria; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__Lineage IIa; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Unknown Nitrosomonadales family 3; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Oligoflexaceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Nomurabacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Nomurabacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Nomurabacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Adlerbacteria; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__Unknown Oligoflexales family 1; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__DA111; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Pseudonocardiales; f__Unknown Pseudonocardiales family 3; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Levybacteria; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 38; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Nomurabacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Nomurabacteria; o__; f__; g__; s__
k__Bacteria; p__Cyanobacteria; c__Melainabacteria; o__Obscuribacterales; f__; g__; s__
k__Bacteria; p__Cyanobacteria; c__Melainabacteria; o__Obscuribacterales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Longimicrobia; o__Longimicrobiales; f__Longimicrobiaceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Unknown Planctomycetales family 18; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Nocardioidaceae; g__Unknown Nocardioidaceae genus 7; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Unknown Tepidisphaerales family 9; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae; g__Ilumatobacter; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__; s__
k__Opisthokonta; p__Platyhelminthes; c__Rhabdocoela class incertae sedis; o__Rhabdocoela; f__Neodalyellida; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Sideroxydans; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Sideroxydans; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Unknown Frankiales family 3; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Elev-16S-1332; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Frankiaceae; g__Jatrophihabitans; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micromonosporales; f__Micromonosporaceae; g__Luedemannella; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Unknown Solirubrobacteraceae genus 1; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Gsoil-1167; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Cryptosporangiaceae; g__Unknown Cryptosporangiaceae genus 2; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Unknown Frankiales family 1; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Pseudonocardiales; f__Pseudonocardiaceae; g__Unknown Pseudonocardiaceae genus 1; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Nakamurellaceae; g__Nakamurella; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Frankiales; f__Frankiaceae; g__Unknown Frankiaceae genus 1; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Unknown Solirubrobacterales family 1; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Kineosporiales; f__Kineosporiaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Kineosporiales; f__Kineosporiaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Unknown Propionibacteriales family 1; g__; s__
